"","G","Date","location","Opponent","outcome","points_for","points_against","FG.for","FGA.for","FGpct.for","3P.for","3PA.for","3Ppct.for","FT.for","FTA.for","FTpct.for","ORB.for","TRB.for","AST.for","STL","BLK","TOV","PF","FG.against","FGA.against","FGpct.against","3P.against","3PA.against","3Ppct.against","FT.against","FTA.against","FTpct.against","ORB.against","TRB.against","AST.against","STL.against","BLK.against","TOV.against","PF.against","team"
"4695","7","2017-11-27","home","Maryland-Eastern Shore","W","83","44","28","66",".424","8","21",".381","19","25",".760","13","50","16","4","4","6","13","15","57",".263","7","29",".241","7","14",".500","5","28","9","5","2","9","20","old dominion"
"4696","8","2017-12-02","away","VCU","L","75","82","32","64",".500","5","12",".417","6","7",".857","5","25","16","11","4","11","19","26","53",".491","10","19",".526","20","25",".800","7","33","17","4","2","16","9","old dominion"
"4697","9","2017-12-06","home","Richmond","W","79","60","30","58",".517","9","21",".429","10","13",".769","8","34","25","4","8","16","13","23","60",".383","9","23",".391","5","10",".500","9","27","19","9","2","15","16","old dominion"
"4698","10","2017-12-09","home","Bowling Green State","W","88","46","29","65",".446","8","22",".364","22","29",".759","13","48","17","5","7","5","12","19","63",".302","2","20",".100","6","10",".600","10","34","6","2","1","15","24","old dominion"
"4699","11","2017-12-17","away","Fairfield","W (1 OT)","82","77","30","81",".370","10","27",".370","12","15",".800","19","48","15","10","3","6","19","21","50",".420","13","30",".433","22","29",".759","3","27","17","4","4","16","18","old dominion"
"4700","12","2017-12-22","home","Norfolk State","W","61","50","16","53",".302","4","18",".222","25","32",".781","16","38","9","9","7","15","12","19","50",".380","4","17",".235","8","13",".615","6","28","12","7","4","18","21","old dominion"
"4701","13","2017-12-30","home","Charlotte","W","89","58","31","58",".534","7","15",".467","20","26",".769","9","41","18","11","4","16","24","16","52",".308","5","17",".294","21","34",".618","12","31","6","6","2","22","22","old dominion"
"4702","14","2018-01-04","away","Rice","W (1 OT)","82","75","30","67",".448","11","28",".393","11","21",".524","12","42","20","9","2","9","14","25","60",".417","14","37",".378","11","15",".733","5","28","18","3","3","10","14","old dominion"
"4703","15","2018-01-06","away","North Texas","W","63","60","19","50",".380","6","20",".300","19","24",".792","8","31","9","3","2","10","23","18","45",".400","7","20",".350","17","29",".586","11","32","14","2","1","13","18","old dominion"
"4704","16","2018-01-11","home","Western Kentucky","L","68","75","26","67",".388","4","14",".286","12","16",".750","13","31","12","10","5","10","14","27","50",".540","10","16",".625","11","15",".733","4","32","14","5","5","16","17","old dominion"
"4705","17","2018-01-13","home","Marshall","W","82","76","28","61",".459","4","13",".308","22","31",".710","11","40","16","5","5","10","18","24","60",".400","9","27",".333","19","21",".905","6","29","15","4","3","10","20","old dominion"
"4706","18","2018-01-18","away","Florida International","W","64","54","22","51",".431","8","20",".400","12","24",".500","9","38","14","4","4","15","15","20","57",".351","8","25",".320","6","16",".375","13","35","14","10","6","12","19","old dominion"
"4707","19","2018-01-20","away","Florida Atlantic","W","73","62","25","50",".500","3","10",".300","20","30",".667","6","25","15","17","3","10","13","24","58",".414","7","16",".438","7","11",".636","10","32","11","3","2","21","25","old dominion"
"4708","1","2017-11-10","home","Avila","W","86","72","35","75",".467","5","18",".278","11","20",".550","18","47","13","11","5","10","18","26","60",".433","10","24",".417","10","18",".556","7","31","13","4","1","16","18","oral roberts"
"4709","2","2017-11-13","away","Tulsa","L","71","90","26","59",".441","6","20",".300","13","21",".619","8","26","17","5","3","18","25","31","57",".544","8","21",".381","20","27",".741","7","33","13","9","6","14","22","oral roberts"
"4710","3","2017-11-16","away","Oklahoma State","L","48","91","20","60",".333","3","18",".167","5","8",".625","8","26","9","2","2","12","14","35","70",".500","13","33",".394","8","11",".727","16","45","23","5","6","7","10","oral roberts"
"4711","4","2017-11-20","neutral","Montana","L","64","69","23","52",".442","8","16",".500","10","15",".667","9","29","13","6","3","15","18","24","56",".429","4","22",".182","17","22",".773","12","31","18","10","4","10","18","oral roberts"
"4712","5","2017-11-21","away","Pepperdine","L","76","80","28","56",".500","8","20",".400","12","17",".706","9","26","22","3","4","11","23","27","51",".529","7","17",".412","19","26",".731","7","27","14","5","2","13","19","oral roberts"
"4713","6","2017-11-24","away","Penn State","L","48","86","19","57",".333","6","16",".375","4","7",".571","12","27","8","7","3","17","13","32","57",".561","9","20",".450","13","19",".684","10","35","16","14","7","10","13","oral roberts"
"4714","7","2017-11-27","home","Oakland","L (1 OT)","86","93","33","72",".458","10","22",".455","10","14",".714","8","33","18","6","9","11","24","33","68",".485","10","24",".417","17","28",".607","14","44","21","3","2","10","18","oral roberts"
"4715","8","2017-11-29","away","Kansas State","L","68","77","21","57",".368","5","16",".313","21","26",".808","12","33","12","4","2","8","17","29","60",".483","8","26",".308","11","17",".647","11","30","19","7","4","9","20","oral roberts"
"4716","9","2017-12-02","away","Arkansas-Little Rock","W (2 OT)","74","66","26","61",".426","6","22",".273","16","28",".571","11","48","17","4","6","21","13","28","77",".364","4","30",".133","6","11",".545","10","37","17","5","3","16","24","oral roberts"
"4717","10","2017-12-05","away","UNLV","L","66","92","26","74",".351","4","14",".286","10","16",".625","13","30","13","9","1","10","26","32","59",".542","9","17",".529","19","29",".655","12","38","27","5","4","15","19","oral roberts"
"4718","11","2017-12-08","home","Southern Nazarene","L","60","68","17","52",".327","5","16",".313","21","35",".600","9","29","8","8","3","13","17","22","53",".415","5","25",".200","19","23",".826","10","39","12","7","8","16","22","oral roberts"
"4719","12","2017-12-10","home","Missouri State","W","73","66","26","49",".531","9","20",".450","12","23",".522","6","25","18","3","2","7","14","26","57",".456","7","24",".292","7","10",".700","11","33","14","3","3","10","18","oral roberts"
"4720","13","2017-12-16","away","Florida Gulf Coast","W","83","64","34","63",".540","4","14",".286","11","13",".846","12","34","18","10","2","14","13","24","54",".444","11","25",".440","5","8",".625","6","16","18","6","2","16","14","oral roberts"
"4721","14","2017-12-19","away","Arkansas","L","69","104","29","55",".527","8","23",".348","3","7",".429","10","33","18","4","2","26","14","41","69",".594","14","25",".560","8","15",".533","9","25","27","14","7","9","12","oral roberts"
"4722","15","2017-12-21","away","Minnesota","L","63","77","26","66",".394","3","16",".188","8","12",".667","14","39","15","5","4","13","19","24","63",".381","6","19",".316","23","28",".821","11","36","17","8","7","9","14","oral roberts"
"4723","16","2017-12-30","home","Nebraska-Omaha","W","93","74","33","69",".478","11","22",".500","16","23",".696","15","43","19","7","6","11","15","26","68",".382","9","29",".310","13","19",".684","12","35","14","7","6","11","15","oral roberts"
"4724","17","2018-01-04","home","IPFW","W","76","60","31","66",".470","7","21",".333","7","10",".700","11","42","20","4","6","16","19","23","68",".338","3","23",".130","11","18",".611","12","33","14","5","3","9","12","oral roberts"
"4725","18","2018-01-06","home","Western Illinois","W","81","66","30","66",".455","6","15",".400","15","16",".938","17","38","9","10","5","11","12","26","58",".448","7","21",".333","7","8",".875","6","22","12","7","5","12","14","oral roberts"
"4726","19","2018-01-11","away","South Dakota State","L","75","78","32","68",".471","6","22",".273","5","8",".625","8","30","14","7","3","4","18","26","59",".441","10","27",".370","16","19",".842","8","33","15","3","2","9","10","oral roberts"
"4727","20","2018-01-13","away","North Dakota State","L","64","82","20","63",".317","6","23",".261","18","20",".900","15","30","7","6","1","8","16","29","53",".547","10","19",".526","14","16",".875","7","33","18","5","3","10","19","oral roberts"
"4728","21","2018-01-17","away","South Dakota","L","70","82","27","56",".482","10","18",".556","6","8",".750","10","24","19","5","3","17","20","27","49",".551","7","14",".500","21","25",".840","5","19","19","8","3","14","15","oral roberts"
"4729","22","2018-01-20","home","Denver","L","64","73","25","55",".455","8","26",".308","6","10",".600","13","31","12","3","0","14","21","27","47",".574","7","12",".583","12","19",".632","5","20","13","6","0","9","16","oral roberts"
"4730","23","2018-01-23","home","East Texas Baptist","W","93","66","36","76",".474","8","24",".333","13","18",".722","22","57","17","7","7","13","13","26","73",".356","10","30",".333","4","10",".400","11","31","15","5","3","10","15","oral roberts"
"4731","1","2017-11-10","home","Coppin State","W","70","54","26","59",".441","8","29",".276","10","13",".769","8","43","15","4","3","13","16","16","57",".281","8","30",".267","14","16",".875","3","26","5","6","2","9","17","oregon"
"4732","2","2017-11-13","home","Prairie View","W","100","67","35","63",".556","11","27",".407","19","24",".792","8","36","19","6","11","12","23","21","64",".328","8","27",".296","17","25",".680","14","32","12","3","1","18","17","oregon"
"4733","3","2017-11-17","home","Alabama State","W","114","56","40","64",".625","15","24",".625","19","25",".760","11","44","29","12","6","15","21","20","58",".345","7","19",".368","9","13",".692","3","17","10","5","3","17","20","oregon"
"4734","4","2017-11-19","home","Ball State","W","95","71","31","63",".492","10","25",".400","23","28",".821","11","43","16","8","9","13","23","21","56",".375","7","27",".259","22","29",".759","5","27","11","9","1","13","23","oregon"
"4735","5","2017-11-23","neutral","UConn","L","63","71","19","57",".333","5","24",".208","20","23",".870","11","36","7","4","3","17","30","22","58",".379","3","17",".176","24","34",".706","10","37","4","10","2","10","23","oregon"
"4736","6","2017-11-24","neutral","DePaul","W (1 OT)","89","79","28","62",".452","15","39",".385","18","21",".857","9","35","17","7","5","15","22","28","66",".424","4","19",".211","19","20",".950","8","29","8","3","1","14","20","oregon"
"4737","7","2017-11-26","neutral","Oklahoma","L","80","90","31","74",".419","8","26",".308","10","14",".714","12","34","13","4","7","17","26","25","58",".431","6","23",".261","34","44",".773","11","35","13","9","5","16","17","oregon"
"4738","8","2017-12-01","home","Boise State","L","70","73","27","61",".443","6","23",".261","10","10","1.000","7","27","11","4","3","8","22","24","55",".436","7","19",".368","18","25",".720","10","31","10","3","2","14","14","oregon"
"4739","9","2017-12-08","home","Colorado State","W","95","65","37","70",".529","11","27",".407","10","15",".667","10","38","18","9","1","10","25","20","52",".385","6","19",".316","19","27",".704","6","26","12","3","1","16","19","oregon"
"4740","10","2017-12-11","home","Texas Southern","W","74","68","25","59",".424","8","25",".320","16","22",".727","9","38","15","5","6","12","16","24","61",".393","7","25",".280","13","14",".929","4","28","8","3","2","9","17","oregon"
"4741","11","2017-12-13","home","Portland State","W","95","84","32","64",".500","11","27",".407","20","26",".769","8","41","27","6","9","18","18","28","74",".378","13","34",".382","15","19",".789","8","30","14","7","1","15","23","oregon"
"4742","12","2017-12-16","away","Fresno State","W","68","61","24","63",".381","6","18",".333","14","20",".700","13","40","7","10","12","10","21","18","50",".360","9","21",".429","16","23",".696","6","29","10","9","5","13","17","oregon"
"4743","13","2017-12-20","home","Central Arkansas","W","96","82","36","58",".621","12","20",".600","12","19",".632","9","33","22","5","4","11","13","30","62",".484","13","26",".500","9","12",".750","6","21","13","5","1","12","19","oregon"
"4744","14","2017-12-29","home","Utah","L","56","66","19","46",".413","10","27",".370","8","11",".727","7","30","9","0","5","11","17","23","56",".411","10","27",".370","10","13",".769","8","28","13","4","5","3","12","oregon"
"4745","15","2017-12-31","home","Colorado","W","77","62","26","51",".510","6","19",".316","19","22",".864","4","30","9","11","3","17","15","25","59",".424","7","22",".318","5","8",".625","8","30","12","3","0","20","22","oregon"
"4746","16","2018-01-05","away","Oregon State","L","64","76","25","69",".362","8","29",".276","6","11",".545","14","33","11","7","3","10","20","28","53",".528","6","13",".462","14","25",".560","11","42","17","8","2","12","15","oregon"
"4747","17","2018-01-11","away","Arizona State","W","76","72","28","65",".431","8","32",".250","12","14",".857","13","34","17","7","2","10","23","20","46",".435","10","23",".435","22","31",".710","6","27","13","5","2","11","17","oregon"
"4748","18","2018-01-13","away","Arizona","L","83","90","27","57",".474","8","27",".296","21","24",".875","8","22","17","7","4","14","29","25","46",".543","6","15",".400","34","37",".919","3","25","17","3","3","17","22","oregon"
"4749","19","2018-01-18","home","USC","L","70","75","26","54",".481","7","23",".304","11","11","1.000","3","25","20","4","4","12","24","26","59",".441","7","20",".350","16","21",".762","10","33","16","4","4","12","11","oregon"
"4750","20","2018-01-20","home","UCLA","W","94","91","32","67",".478","11","32",".344","19","23",".826","9","29","19","8","1","8","25","27","52",".519","11","24",".458","26","32",".813","6","27","18","6","4","13","21","oregon"
"4751","1","2017-11-10","home","Southern Utah","W","99","82","34","63",".540","5","20",".250","26","35",".743","7","40","17","7","7","13","33","22","57",".386","6","18",".333","32","46",".696","6","29","7","5","0","14","29","oregon state"
